line_id,order_id,product_id,quantity,unit_price,line_total
L-001076,SO-00310,SKU-10067,4,335.31,1341.24
L-001077,SO-00310,SKU-10066,5,221.58,1107.9
L-001078,SO-00311,SKU-10085,2,516.97,1033.94
L-001079,SO-00311,SKU-10053,2,44.99,89.98
L-001080,SO-00311,SKU-10002,5,94.01,470.05
L-001081,SO-00311,SKU-10084,1,507.07,507.07
L-001082,SO-00311,SKU-10061,5,273.68,1368.4
L-001083,SO-00312,SKU-10049,1,502.96,502.96
L-001084,SO-00312,SKU-10042,12,93.11,1117.32
L-001085,SO-00312,SKU-10012,1,93.52,93.52
L-001086,SO-00312,SKU-10051,20,259.7,5194.0
L-001087,SO-00313,SKU-10045,12,445.13,5341.56
L-001088,SO-00313,SKU-10061,12,273.68,3284.16
L-001089,SO-00313,SKU-10032,20,265.26,5305.2
L-001090,SO-00314,SKU-10038,2,491.85,983.7
L-001091,SO-00314,SKU-10075,2,334.62,669.24
L-001092,SO-00314,SKU-10076,2,653.28,1306.56
L-001093,SO-00314,SKU-10018,1,282.24,282.24
L-001094,SO-00315,SKU-10057,2,191.15,382.3
L-001095,SO-00315,SKU-10072,20,144.52,2890.4
L-001096,SO-00315,SKU-10090,3,30.06,90.18
L-001097,SO-00315,SKU-10082,2,361.3,722.6
L-001098,SO-00315,SKU-10092,12,94.37,1132.44
L-001099,SO-00316,SKU-10054,10,76.38,763.8
L-001100,SO-00316,SKU-10060,4,392.08,1568.32
L-001101,SO-00316,SKU-10006,2,234.17,468.34
L-001102,SO-00317,SKU-10094,2,115.11,230.22
L-001103,SO-00317,SKU-10059,4,109.44,437.76
L-001104,SO-00317,SKU-10017,20,244.37,4887.4
L-001105,SO-00317,SKU-10088,10,65.38,653.8
L-001106,SO-00318,SKU-10085,1,491.12,491.12
L-001107,SO-00318,SKU-10031,12,57.0,684.0
L-001108,SO-00318,SKU-10095,2,117.24,234.48
L-001109,SO-00318,SKU-10008,3,268.46,805.38
L-001110,SO-00318,SKU-10087,2,53.0,106.0
L-001111,SO-00319,SKU-10094,2,109.35,218.7
L-001112,SO-00319,SKU-10005,5,224.72,1123.6
L-001113,SO-00319,SKU-10039,8,203.6,1628.8
L-001114,SO-00319,SKU-10090,2,27.66,55.32
L-001115,SO-00319,SKU-10009,1,253.48,253.48
L-001116,SO-00319,SKU-10092,2,96.46,192.92
L-001117,SO-00320,SKU-10053,2,46.46,92.92
L-001118,SO-00320,SKU-10022,4,412.9,1651.6
L-001119,SO-00320,SKU-10001,5,93.32,466.6
L-001120,SO-00321,SKU-10045,12,494.59,5935.08
L-001121,SO-00321,SKU-10047,1,105.49,105.49
L-001122,SO-00321,SKU-10013,5,149.59,747.95
L-001123,SO-00322,SKU-10052,8,214.42,1715.36
L-001124,SO-00322,SKU-10049,2,502.96,1005.92
L-001125,SO-00322,SKU-10067,8,372.57,2980.56
L-001126,SO-00322,SKU-10028,8,390.56,3124.48
L-001127,SO-00322,SKU-10032,10,238.73,2387.3
L-001128,SO-00323,SKU-10040,20,166.61,3332.2
L-001129,SO-00323,SKU-10051,1,233.73,233.73
L-001130,SO-00323,SKU-10075,1,353.21,353.21
L-001131,SO-00323,SKU-10089,4,50.47,201.88
L-001132,SO-00323,SKU-10049,4,502.96,2011.84
L-001133,SO-00324,SKU-10057,20,172.04,3440.8
L-001134,SO-00325,SKU-10088,1,68.82,68.82
L-001135,SO-00325,SKU-10085,4,465.27,1861.08
L-001136,SO-00325,SKU-10012,4,91.49,365.96
L-001137,SO-00325,SKU-10002,5,96.09,480.45
L-001138,SO-00325,SKU-10024,4,196.74,786.96
L-001139,SO-00325,SKU-10015,10,171.88,1718.8
L-001140,SO-00326,SKU-10033,3,439.69,1319.07
L-001141,SO-00326,SKU-10030,12,487.71,5852.52
L-001142,SO-00327,SKU-10097,2,98.24,196.48
L-001143,SO-00327,SKU-10024,10,201.11,2011.1
L-001144,SO-00327,SKU-10047,4,105.49,421.96
L-001145,SO-00327,SKU-10038,2,442.67,885.34
L-001146,SO-00328,SKU-10068,2,226.69,453.38
L-001147,SO-00329,SKU-10056,20,294.12,5882.4
L-001148,SO-00329,SKU-10098,12,51.48,617.76
L-001149,SO-00329,SKU-10096,2,43.28,86.56
L-001150,SO-00329,SKU-10067,10,342.76,3427.6
L-001151,SO-00329,SKU-10033,2,477.92,955.84
L-001152,SO-00329,SKU-10034,4,518.67,2074.68
L-001153,SO-00330,SKU-10052,12,214.42,2573.04
L-001154,SO-00331,SKU-10022,20,422.08,8441.6
L-001155,SO-00331,SKU-10065,4,243.08,972.32
L-001156,SO-00331,SKU-10094,3,115.11,345.33
L-001157,SO-00331,SKU-10099,12,79.15,949.8
L-001158,SO-00331,SKU-10020,20,107.36,2147.2
L-001159,SO-00331,SKU-10068,2,204.02,408.04
L-001160,SO-00332,SKU-10074,2,597.88,1195.76
L-001161,SO-00332,SKU-10062,2,155.43,310.86
L-001162,SO-00332,SKU-10040,20,149.95,2999.0
L-001163,SO-00332,SKU-10095,1,107.86,107.86
L-001164,SO-00332,SKU-10066,4,203.85,815.4
L-001165,SO-00333,SKU-10002,5,96.09,480.45
L-001166,SO-00333,SKU-10094,20,115.11,2302.2
L-001167,SO-00334,SKU-10086,4,79.91,319.64
L-001168,SO-00335,SKU-10090,1,30.06,30.06
L-001169,SO-00335,SKU-10083,5,332.45,1662.25
L-001170,SO-00335,SKU-10023,1,479.88,479.88
L-001171,SO-00335,SKU-10009,4,253.48,1013.92
L-001172,SO-00335,SKU-10098,3,54.19,162.57
L-001173,SO-00336,SKU-10027,2,192.79,385.58
L-001174,SO-00336,SKU-10053,3,44.99,134.97
L-001175,SO-00336,SKU-10061,8,297.48,2379.84
L-001176,SO-00337,SKU-10021,20,220.71,4414.2
L-001177,SO-00337,SKU-10000,20,215.64,4312.8
L-001178,SO-00337,SKU-10035,20,504.12,10082.4
L-001179,SO-00337,SKU-10089,20,50.47,1009.4
L-001180,SO-00337,SKU-10094,5,115.11,575.55
L-001181,SO-00337,SKU-10017,5,244.37,1221.85
L-001182,SO-00338,SKU-10078,8,236.53,1892.24
L-001183,SO-00338,SKU-10007,20,155.04,3100.8
L-001184,SO-00338,SKU-10093,1,69.93,69.93
L-001185,SO-00338,SKU-10053,2,44.01,88.02
L-001186,SO-00339,SKU-10083,5,305.85,1529.25
L-001187,SO-00339,SKU-10055,8,250.63,2005.04
L-001188,SO-00339,SKU-10022,5,412.9,2064.5
L-001189,SO-00339,SKU-10053,8,44.99,359.92
L-001190,SO-00339,SKU-10021,20,198.64,3972.8
L-001191,SO-00340,SKU-10037,2,444.59,889.18
L-001192,SO-00341,SKU-10053,5,48.9,244.5
L-001193,SO-00341,SKU-10097,10,98.24,982.4
L-001194,SO-00341,SKU-10046,4,220.42,881.68
L-001195,SO-00341,SKU-10027,10,209.55,2095.5
L-001196,SO-00341,SKU-10095,1,117.24,117.24
L-001197,SO-00341,SKU-10032,4,238.73,954.92
L-001198,SO-00342,SKU-10064,1,82.15,82.15
L-001199,SO-00342,SKU-10048,2,264.1,528.2
L-001200,SO-00342,SKU-10047,20,117.21,2344.2
L-001201,SO-00343,SKU-10099,4,71.24,284.96
L-001202,SO-00343,SKU-10060,10,352.87,3528.7
L-001203,SO-00343,SKU-10067,5,353.94,1769.7
L-001204,SO-00344,SKU-10008,5,241.61,1208.05
L-001205,SO-00344,SKU-10030,1,477.11,477.11
L-001206,SO-00344,SKU-10011,10,74.25,742.5
L-001207,SO-00345,SKU-10028,20,424.52,8490.4
L-001208,SO-00346,SKU-10035,12,453.71,5444.52
L-001209,SO-00346,SKU-10064,1,82.15,82.15
L-001210,SO-00346,SKU-10026,8,408.46,3267.68
L-001211,SO-00346,SKU-10075,3,334.62,1003.86
L-001212,SO-00346,SKU-10002,4,104.45,417.8
L-001213,SO-00346,SKU-10049,5,452.66,2263.3
L-001214,SO-00347,SKU-10075,4,342.06,1368.24
L-001215,SO-00347,SKU-10013,8,162.6,1300.8
L-001216,SO-00347,SKU-10062,5,150.52,752.6
L-001217,SO-00348,SKU-10027,2,199.07,398.14
L-001218,SO-00348,SKU-10047,2,117.21,234.42
L-001219,SO-00348,SKU-10023,3,455.89,1367.67
L-001220,SO-00349,SKU-10046,4,220.42,881.68
L-001221,SO-00349,SKU-10040,1,158.28,158.28
L-001222,SO-00349,SKU-10015,5,166.46,832.3
L-001223,SO-00349,SKU-10018,20,259.66,5193.2
L-001224,SO-00349,SKU-10028,12,424.52,5094.24
L-001225,SO-00349,SKU-10090,2,30.06,60.12
L-001226,SO-00350,SKU-10094,2,115.11,230.22
L-001227,SO-00350,SKU-10036,2,405.54,811.08
L-001228,SO-00351,SKU-10019,10,109.79,1097.9
L-001229,SO-00352,SKU-10079,5,735.99,3679.95
L-001230,SO-00352,SKU-10043,2,596.35,1192.7
L-001231,SO-00352,SKU-10046,3,209.4,628.2
L-001232,SO-00352,SKU-10068,8,226.69,1813.52
L-001233,SO-00352,SKU-10093,20,64.34,1286.8
L-001234,SO-00352,SKU-10064,1,78.04,78.04
L-001235,SO-00353,SKU-10038,8,467.26,3738.08
L-001236,SO-00353,SKU-10078,2,229.06,458.12
L-001237,SO-00353,SKU-10046,20,202.79,4055.8
L-001238,SO-00353,SKU-10048,5,250.2,1251.0
L-001239,SO-00353,SKU-10071,2,93.59,187.18
L-001240,SO-00354,SKU-10049,8,477.81,3822.48
L-001241,SO-00354,SKU-10085,2,516.97,1033.94
L-001242,SO-00354,SKU-10013,2,149.59,299.18
L-001243,SO-00355,SKU-10074,1,538.09,538.09
L-001244,SO-00355,SKU-10005,1,237.21,237.21
L-001245,SO-00355,SKU-10062,8,163.61,1308.88
L-001246,SO-00356,SKU-10064,8,82.15,657.2
L-001247,SO-00356,SKU-10090,1,27.05,27.05
L-001248,SO-00356,SKU-10025,2,150.56,301.12
L-001249,SO-00356,SKU-10043,20,566.53,11330.6
L-001250,SO-00356,SKU-10086,2,79.91,159.82
L-001251,SO-00356,SKU-10071,5,93.59,467.95
L-001252,SO-00357,SKU-10074,5,597.88,2989.4
L-001253,SO-00357,SKU-10048,5,278.0,1390.0
L-001254,SO-00358,SKU-10036,5,405.54,2027.7
L-001255,SO-00358,SKU-10090,1,30.06,30.06
L-001256,SO-00358,SKU-10077,1,322.27,322.27
L-001257,SO-00358,SKU-10060,8,360.71,2885.68
L-001258,SO-00359,SKU-10047,1,105.49,105.49
L-001259,SO-00359,SKU-10034,2,563.77,1127.54
L-001260,SO-00359,SKU-10073,5,242.13,1210.65
L-001261,SO-00359,SKU-10038,10,491.85,4918.5
L-001262,SO-00359,SKU-10020,4,107.36,429.44
L-001263,SO-00359,SKU-10013,1,162.6,162.6
L-001264,SO-00360,SKU-10085,2,516.97,1033.94
L-001265,SO-00360,SKU-10048,5,264.1,1320.5
L-001266,SO-00361,SKU-10047,4,105.49,421.96
L-001267,SO-00361,SKU-10075,1,353.21,353.21
L-001268,SO-00361,SKU-10089,4,56.08,224.32
L-001269,SO-00362,SKU-10089,2,56.08,112.16
L-001270,SO-00362,SKU-10090,5,30.06,150.3
L-001271,SO-00362,SKU-10068,2,226.69,453.38
L-001272,SO-00362,SKU-10085,4,475.61,1902.44
L-001273,SO-00363,SKU-10080,5,147.63,738.15
L-001274,SO-00363,SKU-10067,4,372.57,1490.28
L-001275,SO-00363,SKU-10011,1,66.83,66.83
L-001276,SO-00363,SKU-10059,2,109.44,218.88
L-001277,SO-00364,SKU-10059,8,109.44,875.52
L-001278,SO-00364,SKU-10081,10,265.89,2658.9
L-001279,SO-00364,SKU-10016,1,250.88,250.88
L-001280,SO-00364,SKU-10026,1,408.46,408.46
L-001281,SO-00365,SKU-10063,12,91.52,1098.24
L-001282,SO-00365,SKU-10011,8,66.83,534.64
L-001283,SO-00365,SKU-10036,1,405.54,405.54
L-001284,SO-00365,SKU-10050,5,54.93,274.65
L-001285,SO-00366,SKU-10064,12,75.58,906.96
L-001286,SO-00366,SKU-10094,2,109.35,218.7
L-001287,SO-00366,SKU-10041,1,64.14,64.14
L-001288,SO-00366,SKU-10048,12,278.0,3336.0
L-001289,SO-00366,SKU-10086,3,81.69,245.07
L-001290,SO-00367,SKU-10041,20,64.14,1282.8
L-001291,SO-00367,SKU-10075,1,371.8,371.8
L-001292,SO-00367,SKU-10096,8,43.28,346.24
L-001293,SO-00367,SKU-10071,4,93.59,374.36
L-001294,SO-00368,SKU-10055,3,250.63,751.89
L-001295,SO-00368,SKU-10078,4,229.06,916.24
L-001296,SO-00368,SKU-10065,8,243.08,1944.64
L-001297,SO-00368,SKU-10067,10,335.31,3353.1
L-001298,SO-00368,SKU-10012,2,101.65,203.3
L-001299,SO-00368,SKU-10058,5,192.25,961.25
L-001300,SO-00369,SKU-10038,2,491.85,983.7
L-001301,SO-00370,SKU-10025,2,150.56,301.12
L-001302,SO-00370,SKU-10040,4,153.28,613.12
L-001303,SO-00370,SKU-10048,12,250.2,3002.4
L-001304,SO-00370,SKU-10014,8,188.64,1509.12
L-001305,SO-00371,SKU-10056,1,279.41,279.41
L-001306,SO-00372,SKU-10075,1,371.8,371.8
L-001307,SO-00373,SKU-10057,5,191.15,955.75
L-001308,SO-00373,SKU-10006,5,210.75,1053.75
L-001309,SO-00373,SKU-10021,2,203.05,406.1
L-001310,SO-00373,SKU-10011,3,70.54,211.62
L-001311,SO-00374,SKU-10066,4,221.58,886.32
L-001312,SO-00374,SKU-10039,8,208.12,1664.96
L-001313,SO-00374,SKU-10037,3,409.02,1227.06
L-001314,SO-00374,SKU-10090,10,27.66,276.6
L-001315,SO-00374,SKU-10084,20,507.07,10141.4
L-001316,SO-00374,SKU-10031,3,57.0,171.0
L-001317,SO-00375,SKU-10005,1,249.69,249.69
L-001318,SO-00375,SKU-10034,1,563.77,563.77
L-001319,SO-00375,SKU-10049,3,502.96,1508.88
L-001320,SO-00375,SKU-10007,2,147.29,294.58
L-001321,SO-00375,SKU-10092,12,94.37,1132.44
L-001322,SO-00375,SKU-10061,12,282.61,3391.32
L-001323,SO-00376,SKU-10095,2,107.86,215.72
L-001324,SO-00376,SKU-10003,8,211.68,1693.44
L-001325,SO-00376,SKU-10040,20,166.61,3332.2
L-001326,SO-00376,SKU-10073,1,263.18,263.18
L-001327,SO-00376,SKU-10091,4,87.09,348.36
L-001328,SO-00377,SKU-10065,20,243.08,4861.6
L-001329,SO-00377,SKU-10069,20,79.89,1597.8
L-001330,SO-00377,SKU-10077,20,322.27,6445.4
L-001331,SO-00377,SKU-10010,4,95.7,382.8
L-001332,SO-00378,SKU-10074,2,567.99,1135.98
L-001333,SO-00378,SKU-10044,1,400.29,400.29
L-001334,SO-00379,SKU-10096,20,39.82,796.4
L-001335,SO-00380,SKU-10082,1,361.3,361.3
L-001336,SO-00380,SKU-10030,2,530.12,1060.24
L-001337,SO-00381,SKU-10095,1,107.86,107.86
L-001338,SO-00381,SKU-10067,12,335.31,4023.72
L-001339,SO-00381,SKU-10016,2,250.88,501.76
L-001340,SO-00381,SKU-10026,3,375.78,1127.34
L-001341,SO-00381,SKU-10061,1,267.73,267.73
L-001342,SO-00381,SKU-10098,2,54.19,108.38
L-001343,SO-00382,SKU-10018,3,268.13,804.39
L-001344,SO-00382,SKU-10015,5,162.84,814.2
L-001345,SO-00382,SKU-10063,4,84.2,336.8
L-001346,SO-00383,SKU-10091,1,82.5,82.5
L-001347,SO-00384,SKU-10066,5,221.58,1107.9
L-001348,SO-00384,SKU-10036,20,405.54,8110.8
L-001349,SO-00384,SKU-10082,1,361.3,361.3
L-001350,SO-00384,SKU-10099,10,72.82,728.2
L-001351,SO-00384,SKU-10098,12,48.77,585.24
L-001352,SO-00384,SKU-10048,2,278.0,556.0
L-001353,SO-00385,SKU-10045,1,469.86,469.86
L-001354,SO-00385,SKU-10036,20,405.54,8110.8
L-001355,SO-00385,SKU-10043,4,596.35,2385.4
L-001356,SO-00386,SKU-10098,1,51.48,51.48
L-001357,SO-00386,SKU-10091,2,91.67,183.34
L-001358,SO-00386,SKU-10040,10,158.28,1582.8
L-001359,SO-00387,SKU-10066,20,210.5,4210.0
L-001360,SO-00387,SKU-10015,20,162.84,3256.8
L-001361,SO-00387,SKU-10088,2,68.82,137.64
L-001362,SO-00387,SKU-10002,10,104.45,1044.5
L-001363,SO-00388,SKU-10036,8,405.54,3244.32
L-001364,SO-00388,SKU-10022,10,458.78,4587.8
L-001365,SO-00388,SKU-10068,4,215.36,861.44
L-001366,SO-00389,SKU-10042,3,93.11,279.33
L-001367,SO-00389,SKU-10023,12,455.89,5470.68
L-001368,SO-00390,SKU-10028,2,403.29,806.58
L-001369,SO-00390,SKU-10045,12,445.13,5341.56
L-001370,SO-00390,SKU-10046,10,198.38,1983.8
L-001371,SO-00390,SKU-10069,8,79.89,639.12
L-001372,SO-00391,SKU-10060,2,392.08,784.16
L-001373,SO-00391,SKU-10019,1,109.79,109.79
L-001374,SO-00391,SKU-10020,2,98.77,197.54
L-001375,SO-00392,SKU-10003,3,211.68,635.04
L-001376,SO-00392,SKU-10020,1,98.77,98.77
L-001377,SO-00392,SKU-10093,20,62.94,1258.8
L-001378,SO-00392,SKU-10002,4,104.45,417.8
L-001379,SO-00393,SKU-10078,12,248.98,2987.76
L-001380,SO-00393,SKU-10084,1,481.72,481.72
L-001381,SO-00393,SKU-10086,4,84.35,337.4
L-001382,SO-00393,SKU-10033,5,454.02,2270.1
L-001383,SO-00393,SKU-10075,1,371.8,371.8
L-001384,SO-00394,SKU-10089,8,56.08,448.64
L-001385,SO-00394,SKU-10001,12,101.43,1217.16
L-001386,SO-00394,SKU-10043,20,536.72,10734.4
L-001387,SO-00394,SKU-10086,20,88.79,1775.8
L-001388,SO-00395,SKU-10048,4,250.2,1000.8
L-001389,SO-00396,SKU-10037,12,444.59,5335.08
L-001390,SO-00396,SKU-10048,1,255.76,255.76
L-001391,SO-00396,SKU-10007,4,155.04,620.16
L-001392,SO-00396,SKU-10040,12,158.28,1899.36
L-001393,SO-00396,SKU-10097,20,88.42,1768.4
L-001394,SO-00397,SKU-10033,5,430.13,2150.65
L-001395,SO-00397,SKU-10011,1,74.25,74.25
L-001396,SO-00397,SKU-10061,3,297.48,892.44
L-001397,SO-00397,SKU-10083,12,332.45,3989.4
L-001398,SO-00397,SKU-10010,4,95.7,382.8
L-001399,SO-00398,SKU-10019,4,109.79,439.16
L-001400,SO-00398,SKU-10013,2,162.6,325.2
L-001401,SO-00398,SKU-10088,8,68.82,550.56
L-001402,SO-00398,SKU-10018,1,268.13,268.13
L-001403,SO-00399,SKU-10036,20,364.99,7299.8
L-001404,SO-00399,SKU-10065,4,251.01,1004.04
L-001405,SO-00399,SKU-10061,1,267.73,267.73
L-001406,SO-00400,SKU-10093,3,64.34,193.02
L-001407,SO-00400,SKU-10092,2,96.46,192.92
L-001408,SO-00400,SKU-10063,12,86.94,1043.28
L-001409,SO-00400,SKU-10091,12,87.09,1045.08
L-001410,SO-00400,SKU-10022,1,458.78,458.78
L-001411,SO-00400,SKU-10077,5,322.27,1611.35
L-001412,SO-00401,SKU-10091,1,87.09,87.09
L-001413,SO-00401,SKU-10050,1,61.03,61.03
L-001414,SO-00401,SKU-10015,4,171.88,687.52
L-001415,SO-00401,SKU-10054,1,70.27,70.27
L-001416,SO-00401,SKU-10075,2,371.8,743.6
L-001417,SO-00401,SKU-10069,2,79.89,159.78
L-001418,SO-00402,SKU-10019,20,101.01,2020.2
L-001419,SO-00402,SKU-10027,1,192.79,192.79
L-001420,SO-00402,SKU-10074,1,550.05,550.05
L-001421,SO-00403,SKU-10006,2,234.17,468.34
L-001422,SO-00403,SKU-10031,2,54.0,108.0
L-001423,SO-00403,SKU-10023,2,479.88,959.76
L-001424,SO-00404,SKU-10011,2,70.54,141.08
L-001425,SO-00404,SKU-10072,1,144.52,144.52
L-001426,SO-00404,SKU-10052,20,214.42,4288.4
L-001427,SO-00404,SKU-10099,3,79.15,237.45
L-001428,SO-00405,SKU-10077,2,322.27,644.54
L-001429,SO-00406,SKU-10067,12,335.31,4023.72
L-001430,SO-00406,SKU-10076,10,653.28,6532.8
L-001431,SO-00406,SKU-10068,12,208.55,2502.6
L-001432,SO-00406,SKU-10037,5,444.59,2222.95
L-001433,SO-00406,SKU-10017,5,271.52,1357.6
L-001434,SO-00407,SKU-10011,8,70.54,564.32
L-001435,SO-00407,SKU-10023,1,431.89,431.89
L-001436,SO-00408,SKU-10025,20,158.48,3169.6
L-001437,SO-00408,SKU-10075,3,353.21,1059.63
L-001438,SO-00408,SKU-10072,4,137.29,549.16
L-001439,SO-00408,SKU-10041,1,60.93,60.93
L-001440,SO-00408,SKU-10004,3,97.52,292.56
L-001441,SO-00408,SKU-10085,1,516.97,516.97
L-001442,SO-00409,SKU-10094,1,115.11,115.11
L-001443,SO-00409,SKU-10032,4,265.26,1061.04
L-001444,SO-00409,SKU-10013,2,162.6,325.2
L-001445,SO-00409,SKU-10021,1,220.71,220.71
L-001446,SO-00409,SKU-10000,12,215.64,2587.68
L-001447,SO-00410,SKU-10016,8,256.46,2051.68
L-001448,SO-00411,SKU-10076,2,653.28,1306.56
L-001449,SO-00411,SKU-10050,4,61.03,244.12
L-001450,SO-00411,SKU-10087,4,48.76,195.04
L-001451,SO-00411,SKU-10096,8,43.28,346.24
L-001452,SO-00411,SKU-10080,2,135.82,271.64
L-001453,SO-00411,SKU-10015,10,180.93,1809.3
L-001454,SO-00412,SKU-10096,2,43.28,86.56
L-001455,SO-00412,SKU-10031,4,54.0,216.0
L-001456,SO-00413,SKU-10058,8,186.18,1489.44
L-001457,SO-00413,SKU-10081,12,252.6,3031.2
L-001458,SO-00414,SKU-10095,10,105.52,1055.2
L-001459,SO-00414,SKU-10067,8,372.57,2980.56
L-001460,SO-00414,SKU-10098,20,54.19,1083.8
L-001461,SO-00415,SKU-10033,8,477.92,3823.36
L-001462,SO-00415,SKU-10032,1,265.26,265.26
L-001463,SO-00415,SKU-10059,1,98.5,98.5
L-001464,SO-00415,SKU-10083,5,332.45,1662.25
L-001465,SO-00416,SKU-10016,8,250.88,2007.04
L-001466,SO-00416,SKU-10067,2,372.57,745.14
L-001467,SO-00416,SKU-10063,5,86.94,434.7
L-001468,SO-00416,SKU-10041,4,64.14,256.56
L-001469,SO-00416,SKU-10034,2,518.67,1037.34
L-001470,SO-00417,SKU-10085,8,475.61,3804.88
L-001471,SO-00417,SKU-10076,1,620.62,620.62
L-001472,SO-00417,SKU-10034,12,507.39,6088.68
L-001473,SO-00417,SKU-10082,12,332.4,3988.8
L-001474,SO-00417,SKU-10024,8,218.6,1748.8
L-001475,SO-00418,SKU-10067,2,335.31,670.62
L-001476,SO-00418,SKU-10004,2,106.0,212.0
L-001477,SO-00418,SKU-10044,5,400.29,2001.45
L-001478,SO-00418,SKU-10055,5,225.57,1127.85
L-001479,SO-00419,SKU-10093,12,69.93,839.16
L-001480,SO-00419,SKU-10013,1,162.6,162.6
L-001481,SO-00419,SKU-10098,8,49.85,398.8
L-001482,SO-00419,SKU-10004,10,97.52,975.2
L-001483,SO-00419,SKU-10028,12,424.52,5094.24
L-001484,SO-00419,SKU-10030,8,530.12,4240.96
L-001485,SO-00420,SKU-10050,1,54.93,54.93
L-001486,SO-00420,SKU-10085,1,465.27,465.27
L-001487,SO-00420,SKU-10043,10,548.64,5486.4
L-001488,SO-00420,SKU-10029,5,309.58,1547.9
L-001489,SO-00420,SKU-10082,12,361.3,4335.6
L-001490,SO-00421,SKU-10097,5,98.24,491.2
L-001491,SO-00422,SKU-10016,2,264.82,529.64
L-001492,SO-00422,SKU-10003,2,207.08,414.16
L-001493,SO-00423,SKU-10077,10,296.49,2964.9
L-001494,SO-00423,SKU-10046,2,220.42,440.84
L-001495,SO-00423,SKU-10055,10,230.58,2305.8
L-001496,SO-00423,SKU-10062,12,163.61,1963.32
L-001497,SO-00423,SKU-10037,2,444.59,889.18
L-001498,SO-00423,SKU-10045,3,494.59,1483.77
L-001499,SO-00424,SKU-10074,10,597.88,5978.8
L-001500,SO-00424,SKU-10001,8,96.36,770.88
L-001501,SO-00424,SKU-10010,10,86.13,861.3
L-001502,SO-00424,SKU-10005,10,224.72,2247.2
L-001503,SO-00425,SKU-10065,4,251.01,1004.04
L-001504,SO-00425,SKU-10011,4,70.54,282.16
L-001505,SO-00426,SKU-10023,10,431.89,4318.9
L-001506,SO-00426,SKU-10064,3,82.15,246.45
L-001507,SO-00426,SKU-10073,2,263.18,526.36
L-001508,SO-00426,SKU-10062,8,150.52,1204.16
L-001509,SO-00426,SKU-10050,2,56.15,112.3
L-001510,SO-00427,SKU-10088,8,65.38,523.04
L-001511,SO-00427,SKU-10027,2,209.55,419.1
L-001512,SO-00428,SKU-10060,1,360.71,360.71
L-001513,SO-00428,SKU-10017,1,244.37,244.37
L-001514,SO-00428,SKU-10088,3,68.82,206.46
L-001515,SO-00429,SKU-10061,3,297.48,892.44
L-001516,SO-00429,SKU-10046,20,220.42,4408.4
L-001517,SO-00430,SKU-10040,4,166.61,666.44
L-001518,SO-00430,SKU-10004,12,97.52,1170.24
L-001519,SO-00430,SKU-10063,1,91.52,91.52
L-001520,SO-00431,SKU-10088,10,65.38,653.8
L-001521,SO-00431,SKU-10031,3,60.0,180.0
L-001522,SO-00431,SKU-10061,2,273.68,547.36
L-001523,SO-00431,SKU-10009,20,275.52,5510.4
L-001524,SO-00431,SKU-10081,20,239.3,4786.0
L-001525,SO-00432,SKU-10033,3,439.69,1319.07
L-001526,SO-00432,SKU-10049,2,477.81,955.62
L-001527,SO-00432,SKU-10092,1,104.85,104.85
L-001528,SO-00432,SKU-10020,1,107.36,107.36
L-001529,SO-00432,SKU-10013,8,146.34,1170.72
L-001530,SO-00432,SKU-10027,10,209.55,2095.5
L-001531,SO-00433,SKU-10016,1,250.88,250.88
L-001532,SO-00433,SKU-10090,12,27.66,331.92
L-001533,SO-00434,SKU-10092,1,104.85,104.85
L-001534,SO-00434,SKU-10015,20,180.93,3618.6
L-001535,SO-00434,SKU-10081,8,265.89,2127.12
L-001536,SO-00434,SKU-10017,4,244.37,977.48
L-001537,SO-00434,SKU-10059,5,100.68,503.4
L-001538,SO-00435,SKU-10050,8,61.03,488.24
L-001539,SO-00435,SKU-10048,8,264.1,2112.8
L-001540,SO-00435,SKU-10087,3,47.7,143.1
L-001541,SO-00435,SKU-10097,4,98.24,392.96
L-001542,SO-00435,SKU-10076,1,653.28,653.28
L-001543,SO-00435,SKU-10023,2,479.88,959.76
L-001544,SO-00436,SKU-10018,10,268.13,2681.3
L-001545,SO-00436,SKU-10094,1,115.11,115.11
L-001546,SO-00436,SKU-10012,1,96.57,96.57
L-001547,SO-00436,SKU-10052,2,214.42,428.84
L-001548,SO-00437,SKU-10040,3,166.61,499.83
L-001549,SO-00437,SKU-10056,10,294.12,2941.2
L-001550,SO-00437,SKU-10084,10,507.07,5070.7
L-001551,SO-00437,SKU-10051,1,246.71,246.71
L-001552,SO-00438,SKU-10098,3,54.19,162.57
L-001553,SO-00439,SKU-10036,1,385.26,385.26
L-001554,SO-00440,SKU-10073,4,236.86,947.44
L-001555,SO-00440,SKU-10022,20,458.78,9175.6
L-001556,SO-00441,SKU-10023,8,479.88,3839.04
L-001557,SO-00441,SKU-10094,2,105.9,211.8
L-001558,SO-00441,SKU-10029,1,343.98,343.98
L-001559,SO-00442,SKU-10067,1,353.94,353.94
L-001560,SO-00442,SKU-10092,12,104.85,1258.2
L-001561,SO-00442,SKU-10037,8,444.59,3556.72
L-001562,SO-00443,SKU-10058,2,192.25,384.5
L-001563,SO-00443,SKU-10086,3,88.79,266.37
L-001564,SO-00444,SKU-10097,10,98.24,982.4
L-001565,SO-00445,SKU-10038,2,452.5,905.0
L-001566,SO-00445,SKU-10069,12,73.5,882.0
