order_id,order_date,customer_id,status,currency,order_total
SO-00446,2025-04-22,CUST-001,Shipped,USD,7720.16
SO-00447,2025-04-11,CUST-017,Shipped,USD,13872.54
SO-00448,2025-04-07,CUST-016,Shipped,USD,2510.02
SO-00449,2025-04-21,CUST-003,Closed,USD,17704.43
SO-00450,2025-04-21,CUST-022,Shipped,USD,1376.91
SO-00451,2025-04-22,CUST-025,Closed,USD,507.44
SO-00452,2025-04-29,CUST-009,Closed,USD,10874.8
SO-00453,2025-04-16,CUST-047,Shipped,USD,8411.44
SO-00454,2025-04-09,CUST-047,Shipped,USD,3190.68
SO-00455,2025-04-08,CUST-045,Shipped,USD,5725.88
SO-00456,2025-04-16,CUST-006,Closed,USD,7275.95
SO-00457,2025-04-02,CUST-030,Shipped,USD,250.63
SO-00458,2025-04-08,CUST-021,Closed,USD,17933.6
SO-00459,2025-04-23,CUST-005,Shipped,USD,1085.48
SO-00460,2025-04-09,CUST-026,Closed,USD,278.76
SO-00461,2025-04-18,CUST-014,Closed,USD,1026.24
SO-00462,2025-04-02,CUST-004,Closed,USD,1606.89
SO-00463,2025-04-11,CUST-017,Closed,USD,723.72
SO-00464,2025-04-08,CUST-050,Shipped,USD,5086.22
SO-00465,2025-04-29,CUST-016,Shipped,USD,1599.32
SO-00466,2025-04-25,CUST-028,Shipped,USD,607.13
SO-00467,2025-04-04,CUST-041,Closed,USD,904.65
SO-00468,2025-04-01,CUST-042,Closed,USD,7540.68
SO-00469,2025-04-30,CUST-007,Closed,USD,1976.28
SO-00470,2025-04-23,CUST-039,Closed,USD,750.95
SO-00471,2025-04-03,CUST-023,Shipped,USD,21754.76
SO-00472,2025-04-28,CUST-047,Shipped,USD,6068.89
SO-00473,2025-04-22,CUST-007,Shipped,USD,7724.08
SO-00474,2025-04-25,CUST-045,Shipped,USD,4518.59
SO-00475,2025-04-30,CUST-002,Closed,USD,4492.44
SO-00476,2025-04-01,CUST-021,Shipped,USD,1408.68
SO-00477,2025-04-21,CUST-007,Closed,USD,1376.4
SO-00478,2025-04-10,CUST-022,Shipped,USD,5943.72
SO-00479,2025-04-04,CUST-028,Shipped,USD,640.84
SO-00480,2025-04-30,CUST-001,Shipped,USD,8190.43
SO-00481,2025-04-14,CUST-042,Closed,USD,513.12
SO-00482,2025-04-14,CUST-046,Shipped,USD,8329.99
SO-00483,2025-04-08,CUST-021,Closed,USD,6256.2
SO-00484,2025-04-23,CUST-044,Shipped,USD,4716.34
SO-00485,2025-04-15,CUST-036,Closed,USD,1581.29
SO-00486,2025-04-01,CUST-046,Shipped,USD,3934.98
SO-00487,2025-04-23,CUST-004,Shipped,USD,8444.68
SO-00488,2025-04-21,CUST-001,Shipped,USD,4541.05
SO-00489,2025-04-30,CUST-047,Shipped,USD,5628.23
SO-00490,2025-04-17,CUST-002,Closed,USD,2784.71
SO-00491,2025-04-03,CUST-048,Shipped,USD,7714.6
SO-00492,2025-04-30,CUST-021,Shipped,USD,3427.8
SO-00493,2025-04-17,CUST-010,Closed,USD,2702.16
SO-00494,2025-04-10,CUST-004,Shipped,USD,9858.81
SO-00495,2025-04-24,CUST-032,Closed,USD,6127.49
SO-00496,2025-04-22,CUST-028,Shipped,USD,9599.48
SO-00497,2025-04-22,CUST-001,Shipped,USD,2200.77
SO-00498,2025-04-25,CUST-026,Shipped,USD,11127.61
SO-00499,2025-04-15,CUST-022,Shipped,USD,4372.0
SO-00500,2025-04-28,CUST-030,Shipped,USD,5582.44
SO-00501,2025-04-23,CUST-038,Closed,USD,15406.44
SO-00502,2025-04-08,CUST-024,Shipped,USD,321.77
SO-00503,2025-04-28,CUST-040,Closed,USD,12035.24
SO-00504,2025-04-17,CUST-007,Shipped,USD,1345.6
SO-00505,2025-04-01,CUST-011,Shipped,USD,8262.59
SO-00506,2025-04-09,CUST-048,Closed,USD,1309.86
SO-00507,2025-04-08,CUST-016,Closed,USD,3031.18
SO-00508,2025-04-22,CUST-027,Shipped,USD,6881.24
SO-00509,2025-04-02,CUST-001,Shipped,USD,8371.35
SO-00510,2025-04-03,CUST-006,Closed,USD,5470.68
SO-00511,2025-04-25,CUST-003,Closed,USD,4513.72
SO-00512,2025-04-07,CUST-038,Shipped,USD,1596.99
SO-00513,2025-04-03,CUST-013,Open,USD,5348.75
SO-00514,2025-04-29,CUST-013,Shipped,USD,3993.92
SO-00515,2025-04-25,CUST-027,Closed,USD,320.9
SO-00516,2025-04-11,CUST-021,Shipped,USD,6299.44
SO-00517,2025-04-08,CUST-023,Shipped,USD,3897.32
SO-00518,2025-04-07,CUST-026,Closed,USD,5394.88
SO-00519,2025-04-25,CUST-030,Closed,USD,13342.36
SO-00520,2025-04-01,CUST-038,Closed,USD,2867.1
SO-00521,2025-04-23,CUST-013,Closed,USD,5505.61
SO-00522,2025-04-08,CUST-049,Shipped,USD,1216.36
SO-00523,2025-04-21,CUST-050,Open,USD,22058.1
SO-00524,2025-04-18,CUST-049,Shipped,USD,14792.72
SO-00525,2025-04-03,CUST-014,Shipped,USD,9584.76
SO-00526,2025-04-03,CUST-012,Open,USD,4122.49
SO-00527,2025-04-02,CUST-035,Shipped,USD,2051.98
SO-00528,2025-04-07,CUST-007,Closed,USD,2077.63
SO-00529,2025-04-24,CUST-010,Shipped,USD,3432.12
SO-00530,2025-04-09,CUST-016,Closed,USD,1795.08
SO-00531,2025-04-22,CUST-039,Shipped,USD,4792.66
SO-00532,2025-04-08,CUST-016,Closed,USD,1246.4
SO-00533,2025-04-22,CUST-005,Closed,USD,7691.53
SO-00534,2025-04-14,CUST-018,Closed,USD,8124.36
SO-00535,2025-04-11,CUST-031,Shipped,USD,5236.27
SO-00536,2025-04-01,CUST-017,Shipped,USD,8302.69
SO-00537,2025-05-27,CUST-026,Shipped,USD,8381.54
SO-00538,2025-05-30,CUST-043,Shipped,USD,2243.13
SO-00539,2025-05-29,CUST-048,Shipped,USD,1698.24
SO-00540,2025-05-05,CUST-015,Shipped,USD,4875.68
SO-00541,2025-05-02,CUST-031,Closed,USD,473.72
SO-00542,2025-05-20,CUST-033,Shipped,USD,2389.6
SO-00543,2025-05-09,CUST-003,Shipped,USD,5955.24
SO-00544,2025-05-28,CUST-044,Shipped,USD,1739.32
SO-00545,2025-05-29,CUST-003,Shipped,USD,1200.39
SO-00546,2025-05-02,CUST-045,Shipped,USD,1080.8
SO-00547,2025-05-21,CUST-011,Closed,USD,151.16
SO-00548,2025-05-23,CUST-044,Shipped,USD,2299.13
SO-00549,2025-05-12,CUST-026,Shipped,USD,5130.52
SO-00550,2025-05-21,CUST-032,Closed,USD,530.12
SO-00551,2025-05-20,CUST-032,Shipped,USD,2210.26
SO-00552,2025-05-08,CUST-001,Shipped,USD,3772.4
SO-00553,2025-05-05,CUST-039,Shipped,USD,237.45
SO-00554,2025-05-16,CUST-003,Shipped,USD,2206.83
SO-00555,2025-05-02,CUST-049,Shipped,USD,2560.2
SO-00556,2025-05-14,CUST-039,Closed,USD,4530.6
SO-00557,2025-05-26,CUST-018,Closed,USD,4064.78
SO-00558,2025-05-05,CUST-005,Shipped,USD,2822.47
SO-00559,2025-05-26,CUST-032,Open,USD,2875.2
SO-00560,2025-05-30,CUST-039,Open,USD,547.64
SO-00561,2025-05-19,CUST-040,Closed,USD,9952.6
SO-00562,2025-05-27,CUST-013,Closed,USD,5057.64
SO-00563,2025-05-07,CUST-022,Closed,USD,5225.17
SO-00564,2025-05-09,CUST-019,Closed,USD,10659.22
SO-00565,2025-05-02,CUST-014,Shipped,USD,9156.82
SO-00566,2025-05-19,CUST-036,Shipped,USD,5682.5
SO-00567,2025-05-14,CUST-015,Closed,USD,14686.52
SO-00568,2025-05-13,CUST-037,Shipped,USD,8582.38
SO-00569,2025-05-07,CUST-020,Shipped,USD,1949.8
SO-00570,2025-05-01,CUST-047,Shipped,USD,4989.56
SO-00571,2025-05-21,CUST-005,Shipped,USD,699.3
SO-00572,2025-05-16,CUST-010,Shipped,USD,1015.25
SO-00573,2025-05-14,CUST-045,Shipped,USD,10020.31
SO-00574,2025-05-12,CUST-019,Shipped,USD,10339.4
SO-00575,2025-05-28,CUST-040,Closed,USD,14457.18
SO-00576,2025-05-08,CUST-004,Shipped,USD,336.92
SO-00577,2025-05-15,CUST-008,Closed,USD,29906.06
SO-00578,2025-05-06,CUST-039,Closed,USD,2310.72
SO-00579,2025-05-16,CUST-043,Shipped,USD,1492.33
SO-00580,2025-05-09,CUST-014,Closed,USD,4023.33
SO-00581,2025-05-06,CUST-009,Closed,USD,12098.32
SO-00582,2025-05-30,CUST-011,Shipped,USD,8560.22
SO-00583,2025-05-08,CUST-027,Closed,USD,3613.0
SO-00584,2025-05-01,CUST-020,Shipped,USD,8070.63
SO-00585,2025-05-22,CUST-028,Closed,USD,5172.44
SO-00586,2025-05-21,CUST-021,Closed,USD,4992.6
SO-00587,2025-05-12,CUST-023,Open,USD,708.78
SO-00588,2025-05-09,CUST-008,Shipped,USD,334.15
SO-00589,2025-05-05,CUST-040,Closed,USD,2436.72
SO-00590,2025-05-20,CUST-049,Closed,USD,17377.04
SO-00591,2025-05-09,CUST-047,Shipped,USD,3671.65
SO-00592,2025-05-22,CUST-012,Shipped,USD,7875.03
SO-00593,2025-05-28,CUST-027,Shipped,USD,480.0
SO-00594,2025-05-19,CUST-014,Shipped,USD,6076.92
SO-00595,2025-05-13,CUST-010,Shipped,USD,880.41
SO-00596,2025-05-15,CUST-015,Closed,USD,2812.09
SO-00597,2025-05-15,CUST-002,Closed,USD,1947.9
SO-00598,2025-05-15,CUST-009,Shipped,USD,278.76
SO-00599,2025-05-08,CUST-047,Shipped,USD,4442.57
SO-00600,2025-05-13,CUST-011,Closed,USD,19209.94
SO-00601,2025-05-30,CUST-037,Closed,USD,1292.0
SO-00602,2025-05-30,CUST-007,Shipped,USD,7472.22
SO-00603,2025-05-05,CUST-019,Shipped,USD,3480.3
SO-00604,2025-05-14,CUST-021,Closed,USD,9353.28
SO-00605,2025-05-28,CUST-047,Open,USD,280.5
SO-00606,2025-05-29,CUST-023,Shipped,USD,1600.95
SO-00607,2025-05-14,CUST-029,Shipped,USD,221.58
SO-00608,2025-05-19,CUST-008,Closed,USD,6933.25
SO-00609,2025-05-19,CUST-046,Closed,USD,843.4
SO-00610,2025-05-19,CUST-037,Shipped,USD,1398.38
SO-00611,2025-05-06,CUST-016,Shipped,USD,4294.98
SO-00612,2025-05-01,CUST-042,Closed,USD,321.33
SO-00613,2025-05-05,CUST-049,Shipped,USD,16220.41
SO-00614,2025-05-13,CUST-029,Closed,USD,4984.6
SO-00615,2025-05-21,CUST-049,Shipped,USD,6991.3
SO-00616,2025-05-26,CUST-001,Closed,USD,12223.27
SO-00617,2025-05-01,CUST-045,Shipped,USD,501.02
SO-00618,2025-05-09,CUST-043,Shipped,USD,11196.73
SO-00619,2025-05-28,CUST-006,Shipped,USD,1563.19
SO-00620,2025-05-26,CUST-035,Closed,USD,8793.0
SO-00621,2025-05-08,CUST-010,Shipped,USD,28.56
SO-00622,2025-05-27,CUST-042,Closed,USD,2532.12
SO-00623,2025-05-26,CUST-030,Shipped,USD,2519.2
SO-00624,2025-05-19,CUST-035,Shipped,USD,8584.52
SO-00625,2025-05-05,CUST-036,Shipped,USD,183.04
SO-00626,2025-05-19,CUST-009,Closed,USD,2203.57
SO-00627,2025-05-07,CUST-011,Shipped,USD,7687.6
SO-00628,2025-05-21,CUST-014,Shipped,USD,3650.88
SO-00629,2025-05-29,CUST-042,Shipped,USD,14069.92
SO-00630,2025-05-22,CUST-050,Closed,USD,1643.46
SO-00631,2025-05-21,CUST-015,Closed,USD,2316.45
SO-00632,2025-05-28,CUST-047,Shipped,USD,7200.64
SO-00633,2025-05-27,CUST-024,Closed,USD,1505.1
SO-00634,2025-05-22,CUST-040,Closed,USD,5060.38
SO-00635,2025-05-07,CUST-021,Shipped,USD,3214.4
SO-00636,2025-05-09,CUST-037,Open,USD,2476.17
SO-00637,2025-05-12,CUST-008,Shipped,USD,14673.09
SO-00638,2025-05-27,CUST-006,Shipped,USD,8036.02
SO-00639,2025-05-16,CUST-023,Shipped,USD,10268.84
SO-00640,2025-05-02,CUST-022,Shipped,USD,6402.08
SO-00641,2025-05-07,CUST-007,Shipped,USD,2523.67
SO-00642,2025-05-23,CUST-004,Shipped,USD,9958.15
SO-00643,2025-05-05,CUST-028,Shipped,USD,164.3
SO-00644,2025-05-09,CUST-013,Closed,USD,9253.83
SO-00645,2025-05-06,CUST-030,Shipped,USD,5775.07
SO-00646,2025-05-22,CUST-036,Shipped,USD,8831.88
SO-00647,2025-05-13,CUST-026,Closed,USD,11649.39
SO-00648,2025-05-20,CUST-047,Shipped,USD,6242.64
SO-00649,2025-05-14,CUST-050,Shipped,USD,5405.54
SO-00650,2025-05-08,CUST-045,Shipped,USD,22983.4
SO-00651,2025-05-30,CUST-021,Shipped,USD,7570.17
SO-00652,2025-05-28,CUST-044,Shipped,USD,1846.18
SO-00653,2025-05-01,CUST-044,Shipped,USD,4341.82
SO-00654,2025-05-08,CUST-012,Closed,USD,4361.65
SO-00655,2025-05-29,CUST-022,Shipped,USD,5191.99
SO-00656,2025-05-15,CUST-042,Closed,USD,4318.94
SO-00657,2025-05-23,CUST-027,Closed,USD,9835.27
SO-00658,2025-05-01,CUST-009,Closed,USD,5197.48
SO-00659,2025-05-20,CUST-004,Closed,USD,2159.39
SO-00660,2025-05-26,CUST-004,Closed,USD,2944.81
SO-00661,2025-05-16,CUST-011,Closed,USD,3559.32
SO-00662,2025-05-01,CUST-048,Closed,USD,406.6
SO-00663,2025-05-08,CUST-011,Shipped,USD,4249.4
SO-00664,2025-05-07,CUST-005,Shipped,USD,1192.58
SO-00665,2025-05-06,CUST-038,Shipped,USD,5635.47
SO-00666,2025-05-23,CUST-006,Closed,USD,10853.94
SO-00667,2025-05-08,CUST-021,Closed,USD,7205.2
SO-00668,2025-05-01,CUST-010,Shipped,USD,4214.07
SO-00669,2025-05-15,CUST-018,Shipped,USD,19854.35
SO-00670,2025-05-12,CUST-001,Shipped,USD,12684.4
SO-00671,2025-05-28,CUST-025,Shipped,USD,196.02
SO-00672,2025-05-01,CUST-036,Shipped,USD,17571.3
SO-00673,2025-05-28,CUST-011,Shipped,USD,10880.53
SO-00674,2025-05-27,CUST-016,Closed,USD,3058.97
SO-00675,2025-05-16,CUST-045,Closed,USD,3068.8
SO-00676,2025-05-27,CUST-033,Shipped,USD,8584.62
SO-00677,2025-05-05,CUST-046,Closed,USD,6921.34
SO-00678,2025-05-19,CUST-016,Closed,USD,5358.19
SO-00679,2025-05-16,CUST-047,Open,USD,10513.2
SO-00680,2025-05-21,CUST-023,Closed,USD,1916.8
SO-00681,2025-05-12,CUST-044,Closed,USD,3871.22
SO-00682,2025-06-09,CUST-009,Shipped,USD,2674.54
SO-00683,2025-06-04,CUST-012,Shipped,USD,2852.99
SO-00684,2025-06-30,CUST-036,Shipped,USD,3613.4
SO-00685,2025-06-20,CUST-004,Shipped,USD,6375.99
SO-00686,2025-06-24,CUST-012,Closed,USD,5315.32
SO-00687,2025-06-25,CUST-003,Closed,USD,10787.79
SO-00688,2025-06-18,CUST-047,Shipped,USD,449.85
SO-00689,2025-06-30,CUST-002,Closed,USD,3323.67
SO-00690,2025-06-16,CUST-046,Shipped,USD,2925.38
SO-00691,2025-06-02,CUST-043,Closed,USD,430.72
SO-00692,2025-06-10,CUST-045,Shipped,USD,7370.12
SO-00693,2025-06-05,CUST-016,Closed,USD,10743.84
SO-00694,2025-06-09,CUST-006,Shipped,USD,2670.26
SO-00695,2025-06-20,CUST-039,Closed,USD,2654.86
SO-00696,2025-06-19,CUST-022,Closed,USD,17519.94
SO-00697,2025-06-30,CUST-014,Shipped,USD,9674.13
SO-00698,2025-06-20,CUST-022,Open,USD,5877.72
SO-00699,2025-06-12,CUST-007,Closed,USD,1837.68
SO-00700,2025-06-18,CUST-008,Shipped,USD,4302.32
SO-00701,2025-06-25,CUST-037,Closed,USD,4056.32
SO-00702,2025-06-20,CUST-004,Closed,USD,13840.84
SO-00703,2025-06-16,CUST-007,Closed,USD,5121.71
SO-00704,2025-06-19,CUST-036,Closed,USD,8636.89
SO-00705,2025-06-24,CUST-026,Closed,USD,2736.74
SO-00706,2025-06-09,CUST-015,Closed,USD,15057.87
SO-00707,2025-06-30,CUST-002,Shipped,USD,8844.04
SO-00708,2025-06-06,CUST-007,Shipped,USD,473.99
SO-00709,2025-06-25,CUST-044,Shipped,USD,1964.8
SO-00710,2025-06-10,CUST-020,Open,USD,5406.78
SO-00711,2025-06-26,CUST-007,Closed,USD,8522.85
SO-00712,2025-06-26,CUST-018,Closed,USD,2196.4
SO-00713,2025-06-30,CUST-049,Closed,USD,10177.9
SO-00714,2025-06-06,CUST-050,Closed,USD,6152.76
SO-00715,2025-06-26,CUST-008,Shipped,USD,61.94
SO-00716,2025-06-03,CUST-002,Shipped,USD,3125.04
SO-00717,2025-06-09,CUST-043,Shipped,USD,3014.03
SO-00718,2025-06-13,CUST-004,Closed,USD,5203.88
SO-00719,2025-06-11,CUST-001,Shipped,USD,684.43
SO-00720,2025-06-04,CUST-021,Shipped,USD,2610.13
SO-00721,2025-06-11,CUST-023,Shipped,USD,12491.62
SO-00722,2025-06-02,CUST-039,Shipped,USD,17079.61
SO-00723,2025-06-04,CUST-049,Closed,USD,3308.14
SO-00724,2025-06-09,CUST-013,Shipped,USD,5859.6
SO-00725,2025-06-25,CUST-047,Shipped,USD,3296.68
SO-00726,2025-06-05,CUST-011,Open,USD,3077.56
SO-00727,2025-06-19,CUST-047,Closed,USD,4069.83
SO-00728,2025-06-11,CUST-026,Shipped,USD,17544.54
SO-00729,2025-06-27,CUST-015,Shipped,USD,7391.06
SO-00730,2025-06-19,CUST-050,Closed,USD,20673.84
SO-00731,2025-06-27,CUST-014,Shipped,USD,3847.05
SO-00732,2025-06-27,CUST-031,Closed,USD,1148.4
SO-00733,2025-06-16,CUST-042,Closed,USD,6022.25
SO-00734,2025-06-06,CUST-031,Closed,USD,1137.44
SO-00735,2025-06-10,CUST-002,Closed,USD,9638.65
SO-00736,2025-06-25,CUST-008,Shipped,USD,9173.08
SO-00737,2025-06-20,CUST-031,Shipped,USD,7901.05
SO-00738,2025-06-30,CUST-048,Closed,USD,6240.66
SO-00739,2025-06-23,CUST-020,Shipped,USD,9558.52
SO-00740,2025-06-10,CUST-026,Shipped,USD,8183.6
SO-00741,2025-06-30,CUST-013,Closed,USD,14600.1
SO-00742,2025-06-05,CUST-025,Shipped,USD,4288.29
SO-00743,2025-06-23,CUST-046,Closed,USD,1391.08
SO-00744,2025-06-05,CUST-028,Closed,USD,3446.95
SO-00745,2025-06-13,CUST-042,Closed,USD,4351.17
SO-00746,2025-06-13,CUST-019,Closed,USD,1315.5
SO-00747,2025-06-18,CUST-020,Closed,USD,6805.74
SO-00748,2025-06-26,CUST-006,Closed,USD,5576.76
SO-00749,2025-06-06,CUST-018,Closed,USD,1601.84
SO-00750,2025-06-17,CUST-037,Closed,USD,1956.54
SO-00751,2025-06-16,CUST-021,Closed,USD,978.72
SO-00752,2025-06-06,CUST-025,Open,USD,398.88
SO-00753,2025-06-06,CUST-004,Shipped,USD,7516.34
SO-00754,2025-06-27,CUST-035,Shipped,USD,14960.25
SO-00755,2025-06-30,CUST-004,Shipped,USD,12084.97
SO-00756,2025-06-05,CUST-038,Shipped,USD,4418.05
SO-00757,2025-06-17,CUST-049,Shipped,USD,5574.85
SO-00758,2025-06-24,CUST-002,Shipped,USD,1047.79
SO-00759,2025-06-19,CUST-029,Shipped,USD,249.25
SO-00760,2025-06-25,CUST-020,Closed,USD,15105.0
SO-00761,2025-06-27,CUST-013,Closed,USD,2154.33
SO-00762,2025-06-20,CUST-003,Closed,USD,773.06
SO-00763,2025-06-10,CUST-004,Shipped,USD,3629.52
SO-00764,2025-06-10,CUST-006,Shipped,USD,323.49
SO-00765,2025-06-18,CUST-030,Closed,USD,3064.36
SO-00766,2025-06-13,CUST-010,Closed,USD,115.11
SO-00767,2025-06-17,CUST-043,Closed,USD,3616.09
SO-00768,2025-06-02,CUST-015,Shipped,USD,881.68
SO-00769,2025-06-26,CUST-004,Open,USD,311.91
SO-00770,2025-06-04,CUST-023,Shipped,USD,2037.93
SO-00771,2025-06-24,CUST-009,Closed,USD,7433.59
SO-00772,2025-06-09,CUST-038,Shipped,USD,612.06
SO-00773,2025-06-02,CUST-004,Shipped,USD,3973.93
SO-00774,2025-06-09,CUST-002,Shipped,USD,1765.68
SO-00775,2025-06-03,CUST-036,Shipped,USD,9238.16
SO-00776,2025-06-06,CUST-020,Shipped,USD,8243.8
SO-00777,2025-06-09,CUST-008,Closed,USD,6639.52
SO-00778,2025-06-06,CUST-046,Closed,USD,74.25
SO-00779,2025-06-23,CUST-042,Closed,USD,5109.3
SO-00780,2025-06-06,CUST-044,Closed,USD,5882.88
SO-00781,2025-06-19,CUST-019,Shipped,USD,9740.2
SO-00782,2025-06-09,CUST-036,Shipped,USD,3576.15
SO-00783,2025-06-05,CUST-027,Shipped,USD,3481.22
SO-00784,2025-06-02,CUST-025,Shipped,USD,3271.3
SO-00785,2025-06-30,CUST-048,Shipped,USD,6070.41
SO-00786,2025-06-23,CUST-011,Closed,USD,2365.16
SO-00787,2025-06-30,CUST-010,Shipped,USD,10625.66
SO-00788,2025-06-26,CUST-008,Shipped,USD,12480.25
SO-00789,2025-06-20,CUST-022,Shipped,USD,9086.57
SO-00790,2025-06-20,CUST-021,Shipped,USD,538.09
SO-00791,2025-06-12,CUST-014,Closed,USD,4086.04
SO-00792,2025-06-03,CUST-027,Shipped,USD,4516.44
SO-00793,2025-06-06,CUST-043,Shipped,USD,258.29
SO-00794,2025-06-03,CUST-029,Shipped,USD,2117.12
SO-00795,2025-06-25,CUST-033,Closed,USD,1217.69
SO-00796,2025-06-26,CUST-010,Shipped,USD,7326.37
SO-00797,2025-06-19,CUST-025,Closed,USD,3108.46
SO-00798,2025-06-05,CUST-021,Shipped,USD,1439.42
SO-00799,2025-06-06,CUST-042,Closed,USD,268.46
SO-00800,2025-06-11,CUST-027,Shipped,USD,9454.52
SO-00801,2025-06-24,CUST-040,Shipped,USD,2139.04
SO-00802,2025-06-12,CUST-008,Closed,USD,8087.27
SO-00803,2025-06-23,CUST-018,Open,USD,11505.99
SO-00804,2025-06-05,CUST-028,Shipped,USD,3956.24
SO-00805,2025-06-27,CUST-045,Closed,USD,1620.25
SO-00806,2025-06-12,CUST-021,Shipped,USD,4885.04
SO-00807,2025-06-17,CUST-006,Closed,USD,10137.21
SO-00808,2025-06-25,CUST-049,Closed,USD,6232.27
SO-00809,2025-06-10,CUST-030,Shipped,USD,12330.52
SO-00810,2025-06-30,CUST-050,Closed,USD,17969.6
SO-00811,2025-06-25,CUST-022,Closed,USD,3370.56
SO-00812,2025-06-23,CUST-025,Closed,USD,7841.93
SO-00813,2025-06-17,CUST-018,Shipped,USD,7815.09
SO-00814,2025-06-10,CUST-041,Closed,USD,186.18
SO-00815,2025-06-06,CUST-001,Shipped,USD,6925.03
SO-00816,2025-06-16,CUST-006,Closed,USD,3732.26
SO-00817,2025-07-30,CUST-048,Shipped,USD,6091.95
SO-00818,2025-07-18,CUST-022,Shipped,USD,6775.16
SO-00819,2025-07-31,CUST-032,Shipped,USD,11863.15
SO-00820,2025-07-23,CUST-010,Closed,USD,3918.88
SO-00821,2025-07-24,CUST-035,Closed,USD,7192.66
SO-00822,2025-07-02,CUST-038,Shipped,USD,13473.3
SO-00823,2025-07-15,CUST-030,Closed,USD,5156.97
SO-00824,2025-07-11,CUST-034,Closed,USD,1288.32
SO-00825,2025-07-03,CUST-031,Closed,USD,704.56
SO-00826,2025-07-25,CUST-046,Closed,USD,8543.16
SO-00827,2025-07-09,CUST-030,Shipped,USD,1917.06
SO-00828,2025-07-03,CUST-004,Shipped,USD,2358.28
SO-00829,2025-07-17,CUST-004,Closed,USD,441.42
SO-00830,2025-07-29,CUST-049,Closed,USD,10583.45
SO-00831,2025-07-22,CUST-028,Shipped,USD,3711.08
SO-00832,2025-07-01,CUST-001,Open,USD,12865.25
SO-00833,2025-07-11,CUST-036,Shipped,USD,1008.45
SO-00834,2025-07-07,CUST-038,Shipped,USD,1795.29
SO-00835,2025-07-30,CUST-017,Closed,USD,5985.38
SO-00836,2025-07-22,CUST-009,Shipped,USD,9968.01
SO-00837,2025-07-24,CUST-048,Closed,USD,3969.02
SO-00838,2025-07-15,CUST-004,Shipped,USD,9628.63
SO-00839,2025-07-08,CUST-036,Shipped,USD,9290.32
SO-00840,2025-07-11,CUST-011,Shipped,USD,11264.56
SO-00841,2025-07-16,CUST-006,Closed,USD,79.89
SO-00842,2025-07-18,CUST-048,Closed,USD,7859.99
SO-00843,2025-07-31,CUST-002,Closed,USD,6008.16
SO-00844,2025-07-16,CUST-012,Closed,USD,4095.76
SO-00845,2025-07-03,CUST-036,Closed,USD,3284.24
SO-00846,2025-07-02,CUST-001,Closed,USD,8441.6
SO-00847,2025-07-10,CUST-036,Shipped,USD,4276.3
SO-00848,2025-07-08,CUST-042,Shipped,USD,18713.98
SO-00849,2025-07-28,CUST-025,Closed,USD,2739.94
SO-00850,2025-07-11,CUST-048,Shipped,USD,6698.54
SO-00851,2025-07-29,CUST-027,Shipped,USD,5054.64
SO-00852,2025-07-23,CUST-001,Shipped,USD,4677.69
SO-00853,2025-07-11,CUST-045,Closed,USD,13815.08
SO-00854,2025-07-16,CUST-022,Shipped,USD,9459.3
SO-00855,2025-07-25,CUST-042,Shipped,USD,3590.52
SO-00856,2025-07-24,CUST-036,Shipped,USD,3778.64
SO-00857,2025-07-04,CUST-040,Shipped,USD,5118.08
SO-00858,2025-07-22,CUST-032,Shipped,USD,861.74
SO-00859,2025-07-03,CUST-038,Closed,USD,2860.3
SO-00860,2025-07-16,CUST-018,Closed,USD,6640.1
SO-00861,2025-07-02,CUST-038,Shipped,USD,1051.71
SO-00862,2025-07-03,CUST-036,Closed,USD,3141.09
SO-00863,2025-07-31,CUST-043,Shipped,USD,1240.71
SO-00864,2025-07-02,CUST-008,Shipped,USD,1987.38
SO-00865,2025-07-29,CUST-049,Shipped,USD,3432.84
SO-00866,2025-07-16,CUST-031,Closed,USD,2567.09
SO-00867,2025-07-04,CUST-020,Closed,USD,4683.94
SO-00868,2025-07-30,CUST-018,Closed,USD,3354.93
SO-00869,2025-07-18,CUST-020,Closed,USD,16361.65
SO-00870,2025-07-28,CUST-002,Shipped,USD,5988.19
SO-00871,2025-07-24,CUST-022,Shipped,USD,526.36
SO-00872,2025-07-23,CUST-037,Shipped,USD,980.46
SO-00873,2025-07-10,CUST-008,Shipped,USD,1149.42
SO-00874,2025-07-16,CUST-017,Closed,USD,1155.58
SO-00875,2025-07-30,CUST-031,Shipped,USD,21440.64
SO-00876,2025-07-16,CUST-049,Shipped,USD,4087.14
SO-00877,2025-07-10,CUST-030,Closed,USD,4362.39
SO-00878,2025-07-01,CUST-041,Closed,USD,2075.64
SO-00879,2025-07-25,CUST-036,Shipped,USD,6300.81
SO-00880,2025-07-09,CUST-012,Shipped,USD,2016.48
SO-00881,2025-07-03,CUST-020,Closed,USD,18275.67
SO-00882,2025-07-15,CUST-015,Closed,USD,10423.43
SO-00883,2025-07-17,CUST-006,Shipped,USD,15807.8
SO-00884,2025-07-22,CUST-038,Open,USD,3873.6
SO-00885,2025-07-25,CUST-023,Closed,USD,1228.8
SO-00886,2025-07-10,CUST-026,Shipped,USD,1176.48
SO-00887,2025-07-15,CUST-026,Open,USD,2360.81
SO-00888,2025-07-07,CUST-034,Open,USD,456.36
SO-00889,2025-07-04,CUST-025,Shipped,USD,3619.46
SO-00890,2025-07-28,CUST-019,Open,USD,5201.2
