journal_id,line_id,posting_date,account_id,debit,credit,description,source_doc,cost_center
JE-001516,GL-006280,2025-05-23,1100,10853.94,0.0,Invoice SO-00666 to CUST-006,SO-00666,
JE-001516,GL-006281,2025-05-23,4040,0.0,1016.94,Sales Suspension - SO-00666,SO-00666,
JE-001516,GL-006282,2025-05-23,4020,0.0,9837.0,Sales Engine - SO-00666,SO-00666,
JE-001517,GL-006283,2025-05-23,5040,728.28,0.0,COGS Suspension - SO-00666,SO-00666,
JE-001517,GL-006284,2025-05-23,1240,0.0,728.28,Inventory release Suspension - SO-00666,SO-00666,
JE-001517,GL-006285,2025-05-23,5020,6780.0,0.0,COGS Engine - SO-00666,SO-00666,
JE-001517,GL-006286,2025-05-23,1220,0.0,6780.0,Inventory release Engine - SO-00666,SO-00666,
JE-001518,GL-006287,2025-07-10,1010,10853.94,0.0,Customer payment CUST-006,SO-00666,
JE-001518,GL-006288,2025-07-10,1100,0.0,10853.94,Apply receipt SO-00666,SO-00666,
JE-001519,GL-006289,2025-05-08,1100,7205.2,0.0,Invoice SO-00667 to CUST-021,SO-00667,
JE-001519,GL-006290,2025-05-08,4030,0.0,7205.2,Sales Electrical - SO-00667,SO-00667,
JE-001520,GL-006291,2025-05-08,5030,5362.2,0.0,COGS Electrical - SO-00667,SO-00667,
JE-001520,GL-006292,2025-05-08,1230,0.0,5362.2,Inventory release Electrical - SO-00667,SO-00667,
JE-001521,GL-006293,2025-06-18,1010,7205.2,0.0,Customer payment CUST-021,SO-00667,
JE-001521,GL-006294,2025-06-18,1100,0.0,7205.2,Apply receipt SO-00667,SO-00667,
JE-001522,GL-006295,2025-05-01,1100,4214.07,0.0,Invoice SO-00668 to CUST-010,SO-00668,
JE-001522,GL-006296,2025-05-01,4010,0.0,1674.48,Sales Brakes - SO-00668,SO-00668,
JE-001522,GL-006297,2025-05-01,4060,0.0,366.68,Sales Accessories - SO-00668,SO-00668,
JE-001522,GL-006298,2025-05-01,4040,0.0,82.15,Sales Suspension - SO-00668,SO-00668,
JE-001522,GL-006299,2025-05-01,4030,0.0,500.4,Sales Electrical - SO-00668,SO-00668,
JE-001522,GL-006300,2025-05-01,4020,0.0,1590.36,Sales Engine - SO-00668,SO-00668,
JE-001523,GL-006301,2025-05-01,5010,1407.36,0.0,COGS Brakes - SO-00668,SO-00668,
JE-001523,GL-006302,2025-05-01,1210,0.0,1407.36,Inventory release Brakes - SO-00668,SO-00668,
JE-001523,GL-006303,2025-05-01,5060,261.12,0.0,COGS Accessories - SO-00668,SO-00668,
JE-001523,GL-006304,2025-05-01,1260,0.0,261.12,Inventory release Accessories - SO-00668,SO-00668,
JE-001523,GL-006305,2025-05-01,5040,59.64,0.0,COGS Suspension - SO-00668,SO-00668,
JE-001523,GL-006306,2025-05-01,1240,0.0,59.64,Inventory release Suspension - SO-00668,SO-00668,
JE-001523,GL-006307,2025-05-01,5030,410.58,0.0,COGS Electrical - SO-00668,SO-00668,
JE-001523,GL-006308,2025-05-01,1230,0.0,410.58,Inventory release Electrical - SO-00668,SO-00668,
JE-001523,GL-006309,2025-05-01,5020,1086.0,0.0,COGS Engine - SO-00668,SO-00668,
JE-001523,GL-006310,2025-05-01,1220,0.0,1086.0,Inventory release Engine - SO-00668,SO-00668,
JE-001524,GL-006311,2025-05-15,1100,19854.35,0.0,Invoice SO-00669 to CUST-018,SO-00669,
JE-001524,GL-006312,2025-05-15,4010,0.0,3060.48,Sales Brakes - SO-00669,SO-00669,
JE-001524,GL-006313,2025-05-15,4030,0.0,12666.11,Sales Electrical - SO-00669,SO-00669,
JE-001524,GL-006314,2025-05-15,4020,0.0,4127.76,Sales Engine - SO-00669,SO-00669,
JE-001525,GL-006315,2025-05-15,5010,2368.44,0.0,COGS Brakes - SO-00669,SO-00669,
JE-001525,GL-006316,2025-05-15,1210,0.0,2368.44,Inventory release Brakes - SO-00669,SO-00669,
JE-001525,GL-006317,2025-05-15,5030,9029.35,0.0,COGS Electrical - SO-00669,SO-00669,
JE-001525,GL-006318,2025-05-15,1230,0.0,9029.35,Inventory release Electrical - SO-00669,SO-00669,
JE-001525,GL-006319,2025-05-15,5020,3009.72,0.0,COGS Engine - SO-00669,SO-00669,
JE-001525,GL-006320,2025-05-15,1220,0.0,3009.72,Inventory release Engine - SO-00669,SO-00669,
JE-001526,GL-006321,2025-05-12,1100,12684.4,0.0,Invoice SO-00670 to CUST-001,SO-00670,
JE-001526,GL-006322,2025-05-12,4040,0.0,4704.96,Sales Suspension - SO-00670,SO-00670,
JE-001526,GL-006323,2025-05-12,4020,0.0,7500.24,Sales Engine - SO-00670,SO-00670,
JE-001526,GL-006324,2025-05-12,4010,0.0,479.2,Sales Brakes - SO-00670,SO-00670,
JE-001527,GL-006325,2025-05-12,5040,3067.68,0.0,COGS Suspension - SO-00670,SO-00670,
JE-001527,GL-006326,2025-05-12,1240,0.0,3067.68,Inventory release Suspension - SO-00670,SO-00670,
JE-001527,GL-006327,2025-05-12,5020,5759.24,0.0,COGS Engine - SO-00670,SO-00670,
JE-001527,GL-006328,2025-05-12,1220,0.0,5759.24,Inventory release Engine - SO-00670,SO-00670,
JE-001527,GL-006329,2025-05-12,5010,339.16,0.0,COGS Brakes - SO-00670,SO-00670,
JE-001527,GL-006330,2025-05-12,1210,0.0,339.16,Inventory release Brakes - SO-00670,SO-00670,
JE-001528,GL-006331,2025-05-28,1100,196.02,0.0,Invoice SO-00671 to CUST-025,SO-00671,
JE-001528,GL-006332,2025-05-28,4030,0.0,196.02,Sales Electrical - SO-00671,SO-00671,
JE-001529,GL-006333,2025-05-28,5030,134.3,0.0,COGS Electrical - SO-00671,SO-00671,
JE-001529,GL-006334,2025-05-28,1230,0.0,134.3,Inventory release Electrical - SO-00671,SO-00671,
JE-001530,GL-006335,2025-05-01,1100,17571.3,0.0,Invoice SO-00672 to CUST-036,SO-00672,
JE-001530,GL-006336,2025-05-01,4020,0.0,9837.0,Sales Engine - SO-00672,SO-00672,
JE-001530,GL-006337,2025-05-01,4030,0.0,764.6,Sales Electrical - SO-00672,SO-00672,
JE-001530,GL-006338,2025-05-01,4050,0.0,6203.64,Sales Body - SO-00672,SO-00672,
JE-001530,GL-006339,2025-05-01,4040,0.0,264.22,Sales Suspension - SO-00672,SO-00672,
JE-001530,GL-006340,2025-05-01,4010,0.0,501.84,Sales Brakes - SO-00672,SO-00672,
JE-001531,GL-006341,2025-05-01,5020,6780.0,0.0,COGS Engine - SO-00672,SO-00672,
JE-001531,GL-006342,2025-05-01,1220,0.0,6780.0,Inventory release Engine - SO-00672,SO-00672,
JE-001531,GL-006343,2025-05-01,5030,534.72,0.0,COGS Electrical - SO-00672,SO-00672,
JE-001531,GL-006344,2025-05-01,1230,0.0,534.72,Inventory release Electrical - SO-00672,SO-00672,
JE-001531,GL-006345,2025-05-01,5050,4515.12,0.0,COGS Body - SO-00672,SO-00672,
JE-001531,GL-006346,2025-05-01,1250,0.0,4515.12,Inventory release Body - SO-00672,SO-00672,
JE-001531,GL-006347,2025-05-01,5040,185.13,0.0,COGS Suspension - SO-00672,SO-00672,
JE-001531,GL-006348,2025-05-01,1240,0.0,185.13,Inventory release Suspension - SO-00672,SO-00672,
JE-001531,GL-006349,2025-05-01,5010,375.71,0.0,COGS Brakes - SO-00672,SO-00672,
JE-001531,GL-006350,2025-05-01,1210,0.0,375.71,Inventory release Brakes - SO-00672,SO-00672,
JE-001532,GL-006351,2025-05-28,1100,10880.53,0.0,Invoice SO-00673 to CUST-011,SO-00673,
JE-001532,GL-006352,2025-05-28,4050,0.0,3508.65,Sales Body - SO-00673,SO-00673,
JE-001532,GL-006353,2025-05-28,4020,0.0,6535.6,Sales Engine - SO-00673,SO-00673,
JE-001532,GL-006354,2025-05-28,4010,0.0,836.28,Sales Brakes - SO-00673,SO-00673,
JE-001533,GL-006355,2025-05-28,5050,2546.28,0.0,COGS Body - SO-00673,SO-00673,
JE-001533,GL-006356,2025-05-28,1250,0.0,2546.28,Inventory release Body - SO-00673,SO-00673,
JE-001533,GL-006357,2025-05-28,5020,5016.2,0.0,COGS Engine - SO-00673,SO-00673,
JE-001533,GL-006358,2025-05-28,1220,0.0,5016.2,Inventory release Engine - SO-00673,SO-00673,
JE-001533,GL-006359,2025-05-28,5010,551.1,0.0,COGS Brakes - SO-00673,SO-00673,
JE-001533,GL-006360,2025-05-28,1210,0.0,551.1,Inventory release Brakes - SO-00673,SO-00673,
JE-001534,GL-006361,2025-05-27,1100,3058.97,0.0,Invoice SO-00674 to CUST-016,SO-00674,
JE-001534,GL-006362,2025-05-27,4030,0.0,112.3,Sales Electrical - SO-00674,SO-00674,
JE-001534,GL-006363,2025-05-27,4020,0.0,2625.2,Sales Engine - SO-00674,SO-00674,
JE-001534,GL-006364,2025-05-27,4040,0.0,73.5,Sales Suspension - SO-00674,SO-00674,
JE-001534,GL-006365,2025-05-27,4010,0.0,247.97,Sales Brakes - SO-00674,SO-00674,
JE-001535,GL-006366,2025-05-27,5030,91.6,0.0,COGS Electrical - SO-00674,SO-00674,
JE-001535,GL-006367,2025-05-27,1230,0.0,91.6,Inventory release Electrical - SO-00674,SO-00674,
JE-001535,GL-006368,2025-05-27,5020,1967.62,0.0,COGS Engine - SO-00674,SO-00674,
JE-001535,GL-006369,2025-05-27,1220,0.0,1967.62,Inventory release Engine - SO-00674,SO-00674,
JE-001535,GL-006370,2025-05-27,5040,59.6,0.0,COGS Suspension - SO-00674,SO-00674,
JE-001535,GL-006371,2025-05-27,1240,0.0,59.6,Inventory release Suspension - SO-00674,SO-00674,
JE-001535,GL-006372,2025-05-27,5010,184.46,0.0,COGS Brakes - SO-00674,SO-00674,
JE-001535,GL-006373,2025-05-27,1210,0.0,184.46,Inventory release Brakes - SO-00674,SO-00674,
JE-001536,GL-006374,2025-07-02,1010,3058.97,0.0,Customer payment CUST-016,SO-00674,
JE-001536,GL-006375,2025-07-02,1100,0.0,3058.97,Apply receipt SO-00674,SO-00674,
JE-001537,GL-006376,2025-05-16,1100,3068.8,0.0,Invoice SO-00675 to CUST-045,SO-00675,
JE-001537,GL-006377,2025-05-16,4020,0.0,1206.88,Sales Engine - SO-00675,SO-00675,
JE-001537,GL-006378,2025-05-16,4030,0.0,1622.32,Sales Electrical - SO-00675,SO-00675,
JE-001537,GL-006379,2025-05-16,4010,0.0,239.6,Sales Brakes - SO-00675,SO-00675,
JE-001538,GL-006380,2025-05-16,5020,903.98,0.0,COGS Engine - SO-00675,SO-00675,
JE-001538,GL-006381,2025-05-16,1220,0.0,903.98,Inventory release Engine - SO-00675,SO-00675,
JE-001538,GL-006382,2025-05-16,5030,1145.6,0.0,COGS Electrical - SO-00675,SO-00675,
JE-001538,GL-006383,2025-05-16,1230,0.0,1145.6,Inventory release Electrical - SO-00675,SO-00675,
JE-001538,GL-006384,2025-05-16,5010,169.58,0.0,COGS Brakes - SO-00675,SO-00675,
JE-001538,GL-006385,2025-05-16,1210,0.0,169.58,Inventory release Brakes - SO-00675,SO-00675,
JE-001539,GL-006386,2025-06-22,1010,3068.8,0.0,Customer payment CUST-045,SO-00675,
JE-001539,GL-006387,2025-06-22,1100,0.0,3068.8,Apply receipt SO-00675,SO-00675,
JE-001540,GL-006388,2025-05-27,1100,8584.62,0.0,Invoice SO-00676 to CUST-033,SO-00676,
JE-001540,GL-006389,2025-05-27,4010,0.0,274.8,Sales Brakes - SO-00676,SO-00676,
JE-001540,GL-006390,2025-05-27,4050,0.0,679.1,Sales Body - SO-00676,SO-00676,
JE-001540,GL-006391,2025-05-27,4060,0.0,7352.2,Sales Accessories - SO-00676,SO-00676,
JE-001540,GL-006392,2025-05-27,4020,0.0,192.42,Sales Engine - SO-00676,SO-00676,
JE-001540,GL-006393,2025-05-27,4040,0.0,86.1,Sales Suspension - SO-00676,SO-00676,
JE-001541,GL-006394,2025-05-27,5010,201.64,0.0,COGS Brakes - SO-00676,SO-00676,
JE-001541,GL-006395,2025-05-27,1210,0.0,201.64,Inventory release Brakes - SO-00676,SO-00676,
JE-001541,GL-006396,2025-05-27,5050,555.35,0.0,COGS Body - SO-00676,SO-00676,
JE-001541,GL-006397,2025-05-27,1250,0.0,555.35,Inventory release Body - SO-00676,SO-00676,
JE-001541,GL-006398,2025-05-27,5060,5537.4,0.0,COGS Accessories - SO-00676,SO-00676,
JE-001541,GL-006399,2025-05-27,1260,0.0,5537.4,Inventory release Accessories - SO-00676,SO-00676,
JE-001541,GL-006400,2025-05-27,5020,139.71,0.0,COGS Engine - SO-00676,SO-00676,
JE-001541,GL-006401,2025-05-27,1220,0.0,139.71,Inventory release Engine - SO-00676,SO-00676,
JE-001541,GL-006402,2025-05-27,5040,61.89,0.0,COGS Suspension - SO-00676,SO-00676,
JE-001541,GL-006403,2025-05-27,1240,0.0,61.89,Inventory release Suspension - SO-00676,SO-00676,
JE-001542,GL-006404,2025-05-05,1100,6921.34,0.0,Invoice SO-00677 to CUST-046,SO-00677,
JE-001542,GL-006405,2025-05-05,4020,0.0,955.84,Sales Engine - SO-00677,SO-00677,
JE-001542,GL-006406,2025-05-05,4010,0.0,477.0,Sales Brakes - SO-00677,SO-00677,
JE-001542,GL-006407,2025-05-05,4040,0.0,294.5,Sales Suspension - SO-00677,SO-00677,
JE-001542,GL-006408,2025-05-05,4030,0.0,5194.0,Sales Electrical - SO-00677,SO-00677,
JE-001543,GL-006409,2025-05-05,5020,691.8,0.0,COGS Engine - SO-00677,SO-00677,
JE-001543,GL-006410,2025-05-05,1220,0.0,691.8,Inventory release Engine - SO-00677,SO-00677,
JE-001543,GL-006411,2025-05-05,5010,343.55,0.0,COGS Brakes - SO-00677,SO-00677,
JE-001543,GL-006412,2025-05-05,1210,0.0,343.55,Inventory release Brakes - SO-00677,SO-00677,
JE-001543,GL-006413,2025-05-05,5040,233.0,0.0,COGS Suspension - SO-00677,SO-00677,
JE-001543,GL-006414,2025-05-05,1240,0.0,233.0,Inventory release Suspension - SO-00677,SO-00677,
JE-001543,GL-006415,2025-05-05,5030,3732.0,0.0,COGS Electrical - SO-00677,SO-00677,
JE-001543,GL-006416,2025-05-05,1230,0.0,3732.0,Inventory release Electrical - SO-00677,SO-00677,
JE-001544,GL-006417,2025-06-21,1010,6921.34,0.0,Customer payment CUST-046,SO-00677,
JE-001544,GL-006418,2025-06-21,1100,0.0,6921.34,Apply receipt SO-00677,SO-00677,
JE-001545,GL-006419,2025-05-19,1100,5358.19,0.0,Invoice SO-00678 to CUST-016,SO-00678,
JE-001545,GL-006420,2025-05-19,4060,0.0,553.8,Sales Accessories - SO-00678,SO-00678,
JE-001545,GL-006421,2025-05-19,4040,0.0,2842.32,Sales Suspension - SO-00678,SO-00678,
JE-001545,GL-006422,2025-05-19,4010,0.0,440.86,Sales Brakes - SO-00678,SO-00678,
JE-001545,GL-006423,2025-05-19,4050,0.0,1521.21,Sales Body - SO-00678,SO-00678,
JE-001546,GL-006424,2025-05-19,5060,394.46,0.0,COGS Accessories - SO-00678,SO-00678,
JE-001546,GL-006425,2025-05-19,1260,0.0,394.46,Inventory release Accessories - SO-00678,SO-00678,
JE-001546,GL-006426,2025-05-19,5040,2327.76,0.0,COGS Suspension - SO-00678,SO-00678,
JE-001546,GL-006427,2025-05-19,1240,0.0,2327.76,Inventory release Suspension - SO-00678,SO-00678,
JE-001546,GL-006428,2025-05-19,5010,339.16,0.0,COGS Brakes - SO-00678,SO-00678,
JE-001546,GL-006429,2025-05-19,1210,0.0,339.16,Inventory release Brakes - SO-00678,SO-00678,
JE-001546,GL-006430,2025-05-19,5050,990.27,0.0,COGS Body - SO-00678,SO-00678,
JE-001546,GL-006431,2025-05-19,1250,0.0,990.27,Inventory release Body - SO-00678,SO-00678,
JE-001547,GL-006432,2025-06-15,1010,5358.19,0.0,Customer payment CUST-016,SO-00678,
JE-001547,GL-006433,2025-06-15,1100,0.0,5358.19,Apply receipt SO-00678,SO-00678,
JE-001548,GL-006434,2025-05-21,1100,1916.8,0.0,Invoice SO-00680 to CUST-023,SO-00680,
JE-001548,GL-006435,2025-05-21,4010,0.0,1916.8,Sales Brakes - SO-00680,SO-00680,
JE-001549,GL-006436,2025-05-21,5010,1356.64,0.0,COGS Brakes - SO-00680,SO-00680,
JE-001549,GL-006437,2025-05-21,1210,0.0,1356.64,Inventory release Brakes - SO-00680,SO-00680,
JE-001550,GL-006438,2025-07-03,1010,1916.8,0.0,Customer payment CUST-023,SO-00680,
JE-001550,GL-006439,2025-07-03,1100,0.0,1916.8,Apply receipt SO-00680,SO-00680,
JE-001551,GL-006440,2025-05-12,1100,3871.22,0.0,Invoice SO-00681 to CUST-044,SO-00681,
JE-001551,GL-006441,2025-05-12,4060,0.0,143.18,Sales Accessories - SO-00681,SO-00681,
JE-001551,GL-006442,2025-05-12,4030,0.0,2011.84,Sales Electrical - SO-00681,SO-00681,
JE-001551,GL-006443,2025-05-12,4050,0.0,1716.2,Sales Body - SO-00681,SO-00681,
JE-001552,GL-006444,2025-05-12,5060,98.48,0.0,COGS Accessories - SO-00681,SO-00681,
JE-001552,GL-006445,2025-05-12,1260,0.0,98.48,Inventory release Accessories - SO-00681,SO-00681,
JE-001552,GL-006446,2025-05-12,5030,1399.64,0.0,COGS Electrical - SO-00681,SO-00681,
JE-001552,GL-006447,2025-05-12,1230,0.0,1399.64,Inventory release Electrical - SO-00681,SO-00681,
JE-001552,GL-006448,2025-05-12,5050,1275.6,0.0,COGS Body - SO-00681,SO-00681,
JE-001552,GL-006449,2025-05-12,1250,0.0,1275.6,Inventory release Body - SO-00681,SO-00681,
JE-001553,GL-006450,2025-06-08,1010,3871.22,0.0,Customer payment CUST-044,SO-00681,
JE-001553,GL-006451,2025-06-08,1100,0.0,3871.22,Apply receipt SO-00681,SO-00681,
JE-001554,GL-006452,2025-06-09,1100,2674.54,0.0,Invoice SO-00682 to CUST-009,SO-00682,
JE-001554,GL-006453,2025-06-09,4040,0.0,937.68,Sales Suspension - SO-00682,SO-00682,
JE-001554,GL-006454,2025-06-09,4030,0.0,720.52,Sales Electrical - SO-00682,SO-00682,
JE-001554,GL-006455,2025-06-09,4050,0.0,1016.34,Sales Body - SO-00682,SO-00682,
JE-001555,GL-006456,2025-06-09,5040,692.36,0.0,COGS Suspension - SO-00682,SO-00682,
JE-001555,GL-006457,2025-06-09,1240,0.0,692.36,Inventory release Suspension - SO-00682,SO-00682,
JE-001555,GL-006458,2025-06-09,5030,536.22,0.0,COGS Electrical - SO-00682,SO-00682,
JE-001555,GL-006459,2025-06-09,1230,0.0,536.22,Inventory release Electrical - SO-00682,SO-00682,
JE-001555,GL-006460,2025-06-09,5050,707.45,0.0,COGS Body - SO-00682,SO-00682,
JE-001555,GL-006461,2025-06-09,1250,0.0,707.45,Inventory release Body - SO-00682,SO-00682,
JE-001556,GL-006462,2025-06-04,1100,2852.99,0.0,Invoice SO-00683 to CUST-012,SO-00683,
JE-001556,GL-006463,2025-06-04,4010,0.0,224.72,Sales Brakes - SO-00683,SO-00683,
JE-001556,GL-006464,2025-06-04,4020,0.0,2628.27,Sales Engine - SO-00683,SO-00683,
JE-001557,GL-006465,2025-06-04,5010,180.94,0.0,COGS Brakes - SO-00683,SO-00683,
JE-001557,GL-006466,2025-06-04,1210,0.0,180.94,Inventory release Brakes - SO-00683,SO-00683,
JE-001557,GL-006467,2025-06-04,5020,2068.74,0.0,COGS Engine - SO-00683,SO-00683,
JE-001557,GL-006468,2025-06-04,1220,0.0,2068.74,Inventory release Engine - SO-00683,SO-00683,
JE-001558,GL-006469,2025-06-30,1100,3613.4,0.0,Invoice SO-00684 to CUST-036,SO-00684,
JE-001558,GL-006470,2025-06-30,4040,0.0,3526.84,Sales Suspension - SO-00684,SO-00684,
JE-001558,GL-006471,2025-06-30,4060,0.0,86.56,Sales Accessories - SO-00684,SO-00684,
JE-001559,GL-006472,2025-06-30,5040,2343.32,0.0,COGS Suspension - SO-00684,SO-00684,
JE-001559,GL-006473,2025-06-30,1240,0.0,2343.32,Inventory release Suspension - SO-00684,SO-00684,
JE-001559,GL-006474,2025-06-30,5060,60.76,0.0,COGS Accessories - SO-00684,SO-00684,
JE-001559,GL-006475,2025-06-30,1260,0.0,60.76,Inventory release Accessories - SO-00684,SO-00684,
JE-001560,GL-006476,2025-06-20,1100,6375.99,0.0,Invoice SO-00685 to CUST-004,SO-00685,
JE-001560,GL-006477,2025-06-20,4010,0.0,5642.64,Sales Brakes - SO-00685,SO-00685,
JE-001560,GL-006478,2025-06-20,4020,0.0,733.35,Sales Engine - SO-00685,SO-00685,
JE-001561,GL-006479,2025-06-20,5010,4229.48,0.0,COGS Brakes - SO-00685,SO-00685,
JE-001561,GL-006480,2025-06-20,1210,0.0,4229.48,Inventory release Brakes - SO-00685,SO-00685,
JE-001561,GL-006481,2025-06-20,5020,549.99,0.0,COGS Engine - SO-00685,SO-00685,
JE-001561,GL-006482,2025-06-20,1220,0.0,549.99,Inventory release Engine - SO-00685,SO-00685,
JE-001562,GL-006483,2025-06-24,1100,5315.32,0.0,Invoice SO-00686 to CUST-012,SO-00686,
JE-001562,GL-006484,2025-06-24,4030,0.0,467.46,Sales Electrical - SO-00686,SO-00686,
JE-001562,GL-006485,2025-06-24,4040,0.0,1778.48,Sales Suspension - SO-00686,SO-00686,
JE-001562,GL-006486,2025-06-24,4020,0.0,980.38,Sales Engine - SO-00686,SO-00686,
JE-001562,GL-006487,2025-06-24,4010,0.0,2089.0,Sales Brakes - SO-00686,SO-00686,
JE-001563,GL-006488,2025-06-24,5030,373.2,0.0,COGS Electrical - SO-00686,SO-00686,
JE-001563,GL-006489,2025-06-24,1230,0.0,373.2,Inventory release Electrical - SO-00686,SO-00686,
JE-001563,GL-006490,2025-06-24,5040,1348.26,0.0,COGS Suspension - SO-00686,SO-00686,
JE-001563,GL-006491,2025-06-24,1240,0.0,1348.26,Inventory release Suspension - SO-00686,SO-00686,
JE-001563,GL-006492,2025-06-24,5020,711.56,0.0,COGS Engine - SO-00686,SO-00686,
JE-001563,GL-006493,2025-06-24,1220,0.0,711.56,Inventory release Engine - SO-00686,SO-00686,
JE-001563,GL-006494,2025-06-24,5010,1378.2,0.0,COGS Brakes - SO-00686,SO-00686,
JE-001563,GL-006495,2025-06-24,1210,0.0,1378.2,Inventory release Brakes - SO-00686,SO-00686,
JE-001564,GL-006496,2025-08-04,1010,5315.32,0.0,Customer payment CUST-012,SO-00686,
JE-001564,GL-006497,2025-08-04,1100,0.0,5315.32,Apply receipt SO-00686,SO-00686,
JE-001565,GL-006498,2025-06-25,1100,10787.79,0.0,Invoice SO-00687 to CUST-003,SO-00687,
JE-001565,GL-006499,2025-06-25,4030,0.0,1485.76,Sales Electrical - SO-00687,SO-00687,
JE-001565,GL-006500,2025-06-25,4040,0.0,829.84,Sales Suspension - SO-00687,SO-00687,
JE-001565,GL-006501,2025-06-25,4060,0.0,270.95,Sales Accessories - SO-00687,SO-00687,
JE-001565,GL-006502,2025-06-25,4020,0.0,8201.24,Sales Engine - SO-00687,SO-00687,
JE-001566,GL-006503,2025-06-25,5030,1171.07,0.0,COGS Electrical - SO-00687,SO-00687,
JE-001566,GL-006504,2025-06-25,1230,0.0,1171.07,Inventory release Electrical - SO-00687,SO-00687,
JE-001566,GL-006505,2025-06-25,5040,600.96,0.0,COGS Suspension - SO-00687,SO-00687,
JE-001566,GL-006506,2025-06-25,1240,0.0,600.96,Inventory release Suspension - SO-00687,SO-00687,
JE-001566,GL-006507,2025-06-25,5060,190.3,0.0,COGS Accessories - SO-00687,SO-00687,
JE-001566,GL-006508,2025-06-25,1260,0.0,190.3,Inventory release Accessories - SO-00687,SO-00687,
JE-001566,GL-006509,2025-06-25,5020,6589.4,0.0,COGS Engine - SO-00687,SO-00687,
JE-001566,GL-006510,2025-06-25,1220,0.0,6589.4,Inventory release Engine - SO-00687,SO-00687,
JE-001567,GL-006511,2025-07-21,1010,10787.79,0.0,Customer payment CUST-003,SO-00687,
JE-001567,GL-006512,2025-07-21,1100,0.0,10787.79,Apply receipt SO-00687,SO-00687,
JE-001568,GL-006513,2025-06-18,1100,449.85,0.0,Invoice SO-00688 to CUST-047,SO-00688,
JE-001568,GL-006514,2025-06-18,4020,0.0,449.85,Sales Engine - SO-00688,SO-00688,
JE-001569,GL-006515,2025-06-18,5020,341.82,0.0,COGS Engine - SO-00688,SO-00688,
JE-001569,GL-006516,2025-06-18,1220,0.0,341.82,Inventory release Engine - SO-00688,SO-00688,
JE-001570,GL-006517,2025-06-30,1100,3323.67,0.0,Invoice SO-00689 to CUST-002,SO-00689,
JE-001570,GL-006518,2025-06-30,4040,0.0,1587.62,Sales Suspension - SO-00689,SO-00689,
JE-001570,GL-006519,2025-06-30,4010,0.0,406.6,Sales Brakes - SO-00689,SO-00689,
JE-001570,GL-006520,2025-06-30,4050,0.0,1329.45,Sales Body - SO-00689,SO-00689,
JE-001571,GL-006521,2025-06-30,5040,1204.12,0.0,COGS Suspension - SO-00689,SO-00689,
JE-001571,GL-006522,2025-06-30,1240,0.0,1204.12,Inventory release Suspension - SO-00689,SO-00689,
JE-001571,GL-006523,2025-06-30,5010,278.96,0.0,COGS Brakes - SO-00689,SO-00689,
JE-001571,GL-006524,2025-06-30,1210,0.0,278.96,Inventory release Brakes - SO-00689,SO-00689,
JE-001571,GL-006525,2025-06-30,5050,950.75,0.0,COGS Body - SO-00689,SO-00689,
JE-001571,GL-006526,2025-06-30,1250,0.0,950.75,Inventory release Body - SO-00689,SO-00689,
JE-001572,GL-006527,2025-08-02,1010,3323.67,0.0,Customer payment CUST-002,SO-00689,
JE-001572,GL-006528,2025-08-02,1100,0.0,3323.67,Apply receipt SO-00689,SO-00689,
JE-001573,GL-006529,2025-06-16,1100,2925.38,0.0,Invoice SO-00690 to CUST-046,SO-00690,
JE-001573,GL-006530,2025-06-16,4060,0.0,349.65,Sales Accessories - SO-00690,SO-00690,
JE-001573,GL-006531,2025-06-16,4010,0.0,1281.22,Sales Brakes - SO-00690,SO-00690,
JE-001573,GL-006532,2025-06-16,4050,0.0,1196.5,Sales Body - SO-00690,SO-00690,
JE-001573,GL-006533,2025-06-16,4030,0.0,98.01,Sales Electrical - SO-00690,SO-00690,
JE-001574,GL-006534,2025-06-16,5060,241.7,0.0,COGS Accessories - SO-00690,SO-00690,
JE-001574,GL-006535,2025-06-16,1260,0.0,241.7,Inventory release Accessories - SO-00690,SO-00690,
JE-001574,GL-006536,2025-06-16,5010,962.54,0.0,COGS Brakes - SO-00690,SO-00690,
JE-001574,GL-006537,2025-06-16,1210,0.0,962.54,Inventory release Brakes - SO-00690,SO-00690,
JE-001574,GL-006538,2025-06-16,5050,950.75,0.0,COGS Body - SO-00690,SO-00690,
JE-001574,GL-006539,2025-06-16,1250,0.0,950.75,Inventory release Body - SO-00690,SO-00690,
JE-001574,GL-006540,2025-06-16,5030,67.15,0.0,COGS Electrical - SO-00690,SO-00690,
JE-001574,GL-006541,2025-06-16,1230,0.0,67.15,Inventory release Electrical - SO-00690,SO-00690,
JE-001575,GL-006542,2025-06-02,1100,430.72,0.0,Invoice SO-00691 to CUST-043,SO-00691,
JE-001575,GL-006543,2025-06-02,4040,0.0,430.72,Sales Suspension - SO-00691,SO-00691,
JE-001576,GL-006544,2025-06-02,5040,317.04,0.0,COGS Suspension - SO-00691,SO-00691,
JE-001576,GL-006545,2025-06-02,1240,0.0,317.04,Inventory release Suspension - SO-00691,SO-00691,
JE-001577,GL-006546,2025-07-16,1010,430.72,0.0,Customer payment CUST-043,SO-00691,
JE-001577,GL-006547,2025-07-16,1100,0.0,430.72,Apply receipt SO-00691,SO-00691,
JE-001578,GL-006548,2025-06-10,1100,7370.12,0.0,Invoice SO-00692 to CUST-045,SO-00692,
